ticker,last_close,last_date,1W,2W,1M,3M,6M,12M
NV20,12158.9,2026-05-05,84395.48,83408.93,87563.31,79204.07,81051.31,82946.93
SHYAMTEL,24.93,2026-05-05,4.97,27.45,183.62,151.82,96.3,85.35
LLOYDS,93.15,2026-05-04,-3.92,8.95,163.88,57.88,16.44,9.59
INDOTECH,2616.3,2026-05-05,-4.13,10.87,108.97,88.81,56.81,11.61
IBULLSLTD,21.92,2026-05-05,1.01,27.0,108.17,107.38,4.18,
IDEAFORGE,804.1,2026-05-05,10.0,46.23,102.95,89.22,69.0,109.16
SEJALLTD,809.45,2026-05-05,1.03,0.56,92.22,22.02,-5.19,105.99
SILKFLEX,215.75,2026-05-04,9.96,40.23,89.34,113.3,155.33,208.21
OMAXAUTO,187.32,2026-05-05,20.0,59.04,88.85,58.36,89.14,125.86
SIGMAADV,293.9,2026-05-05,-0.54,18.27,86.44,56.78,,
ROLLT,2.11,2026-05-05,4.98,26.35,83.48,68.8,75.83,41.61
STLTECH,324.8,2026-05-05,4.99,16.1,82.65,142.17,170.13,420.1
GLFL,7.0,2026-05-05,-1.13,-3.98,81.82,53.85,-17.16,16.47
BHAGYANGR,276.4,2026-05-05,-1.83,10.89,81.6,64.05,98.79,289.24
RITEZONE,25.0,2026-05-04,12.11,35.87,81.16,25.0,-16.67,4.82
WALCHANNAG,260.66,2026-05-05,4.54,18.74,81.13,44.29,50.66,37.98
HFCL,128.77,2026-05-05,2.17,20.7,79.55,81.24,67.3,60.01
VIDYAWIRES,93.54,2026-05-05,2.37,6.9,78.75,91.37,,
IRMENERGY,328.3,2026-05-05,-5.25,-0.93,77.64,30.65,5.56,17.81
MTARTECH,6266.0,2026-05-05,2.26,18.16,75.21,90.83,148.02,340.59
MCLEODRUSS,59.66,2026-05-05,5.0,8.22,70.26,38.39,-6.64,84.53
SHEKHAWATI,16.94,2026-05-05,-0.06,-2.48,69.4,14.38,-18.05,-22.82
CEMPRO,912.75,2026-05-05,-4.57,37.77,69.23,34.46,5.8,
AAREYDRUGS,90.47,2026-05-05,-0.74,-1.71,68.44,37.89,-7.84,69.96
ACCORD,45.95,2026-05-04,0.0,15.02,68.32,64.11,131.49,138.7
BANKA,82.5,2026-05-05,-4.39,16.18,66.84,34.21,-4.95,22.48
SADHNANIQ,2.49,2026-05-05,0.4,5.06,66.0,-57.87,-65.94,-87.85
EMAMIREAL,99.62,2026-05-05,5.0,-4.62,64.8,37.09,4.7,-8.66
OWAIS,180.2,2026-05-04,-9.97,3.95,64.57,-20.58,-63.46,-71.65
UFBL,349.7,2026-05-05,-3.89,13.72,64.47,44.33,74.86,
PRIZOR,696.9,2026-05-04,11.88,34.84,63.82,151.09,108.28,420.07
SUNFLAG,350.8,2026-05-05,9.23,18.49,63.8,40.66,32.83,45.12
CALSOFT,18.94,2026-05-05,9.99,57.18,63.56,32.17,6.64,68.21
ROCKINGDCE,205.25,2026-05-04,5.26,-4.69,62.25,-6.7,-13.08,-10.72
JKIPL,92.39,2026-05-05,2.64,0.74,62.17,23.63,-22.1,
SOFTTECH,405.3,2026-05-05,0.76,15.24,60.62,38.12,14.43,18.86
MOKSH,14.5,2026-05-05,4.54,11.97,60.22,8.29,1.4,4.39
MANORG,618.65,2026-05-05,15.2,35.83,60.11,46.72,20.48,56.98
OMFURN,63.95,2026-05-04,2.48,30.51,59.88,31.18,-42.9,-38.36
SVPGLOB,3.82,2026-05-05,3.24,13.02,59.83,10.4,7.0,30.38
WEBELSOLAR,121.85,2026-05-05,4.87,4.69,59.57,80.12,0.54,-7.44
OSIAHYPER,5.61,2026-05-05,-4.92,-14.35,59.38,-60.1,-72.9,-75.72
SUPREMEPWR,264.3,2026-05-04,12.66,21.71,59.36,49.36,30.29,118.25
SETUINFRA,0.62,2026-05-04,-4.62,10.71,58.97,55.0,16.98,-4.62
PURVFLEXI,65.85,2026-05-04,5.61,-9.48,58.87,-3.16,-27.4,-27.08
STLNETWORK,29.63,2026-05-05,1.89,-1.56,58.45,36.04,11.43,
UNIVCABLES,1063.1,2026-05-05,9.8,23.78,58.42,39.9,45.88,113.0
JTLIND,78.83,2026-05-05,-0.23,-2.76,58.04,19.29,22.77,17.9
GALLANTT,877.15,2026-05-05,0.53,0.53,57.79,46.86,56.83,88.8
KSHITIJPOL,3.61,2026-05-05,4.94,23.63,57.64,68.69,30.32,6.18
KRITINUT,96.0,2026-05-05,0.03,-3.97,57.22,29.21,8.23,-5.07
ANLON,580.2,2026-05-04,35.53,43.61,56.81,48.77,48.73,68.2
AUSOMENT,151.78,2026-05-05,1.5,9.61,56.54,39.47,45.22,81.42
AEQUS,193.25,2026-05-05,-1.4,-6.72,56.4,38.26,,
