ticker,last_close,last_date,1W,2W,1M,3M,6M,12M
NV20,11865.25,2026-05-12,83812.66,82354.83,81392.1,76977.11,78223.65,79564.63
SHYAMTEL,23.12,2026-05-12,-1.99,-2.65,143.62,135.68,81.05,100.0
CALSOFT,26.51,2026-05-12,4.99,53.95,127.36,85.51,56.68,132.95
OMAXAUTO,218.32,2026-05-12,-5.0,41.42,105.49,85.77,127.37,166.11
INDOTECH,2652.2,2026-05-12,-2.85,-2.81,99.73,91.73,64.33,13.83
SIGMAADV,336.45,2026-05-12,-0.74,13.86,87.51,72.82,,
ROLLT,2.3,2026-05-12,-0.43,14.43,82.54,78.29,91.67,60.84
RITEZONE,27.3,2026-05-11,9.2,22.42,76.13,39.64,-0.18,16.17
BHAGYANGR,320.6,2026-05-12,4.99,13.87,75.97,98.48,131.71,345.65
HFCL,147.78,2026-05-12,-0.46,17.25,75.09,106.34,92.27,80.7
STLTECH,398.3,2026-05-12,0.91,28.75,72.26,157.75,253.17,500.03
VISASTEEL,55.6,2026-05-12,4.77,30.76,71.45,48.42,-15.31,62.76
IDEAFORGE,732.6,2026-05-12,-7.87,0.22,67.78,73.77,58.01,48.9
KSHITIJPOL,4.56,2026-05-12,4.59,32.56,67.03,55.1,61.7,35.71
IBULLSLTD,20.02,2026-05-12,-3.98,-7.74,64.77,105.97,-4.76,
JAINAM,285.0,2026-05-11,16.8,34.82,63.79,29.13,1.79,18.75
BBOX,829.15,2026-05-12,5.21,25.38,58.31,43.51,52.74,96.47
PRIZOR,673.0,2026-05-11,-3.43,8.04,58.28,129.34,111.54,379.52
GLFL,7.0,2026-05-12,0.0,-1.13,55.21,21.11,-12.72,40.85
NEUEON,26.1,2026-05-11,27.5,33.85,54.8,166.33,400.0,400.0
SVPGLOB,4.25,2026-05-12,-4.92,14.86,53.43,30.77,19.72,44.56
SASKEN,1840.5,2026-05-12,12.6,36.88,52.18,38.94,29.56,25.01
SANCO,3.22,2026-05-12,-0.31,12.98,51.89,30.36,74.05,37.61
SILKFLEX,210.0,2026-05-11,-2.67,7.03,51.73,70.73,140.0,168.37
JKIPL,83.1,2026-05-12,-4.96,-7.68,51.48,20.07,-29.46,
ANLON,580.0,2026-05-11,-0.03,35.48,50.65,50.43,36.87,70.59
MTARTECH,6248.5,2026-05-12,-4.16,1.97,49.71,75.49,139.47,329.51
VIDYAWIRES,93.73,2026-05-12,-0.58,2.58,48.85,97.95,,
CADSYS,71.0,2026-05-11,9.91,12.52,48.54,44.31,15.64,-27.33
PARACABLES,54.22,2026-05-12,-9.74,34.74,48.02,46.98,29.5,7.45
SUNFLAG,365.7,2026-05-12,-4.64,13.87,46.62,44.06,36.23,53.65
SUPREMEPWR,265.4,2026-05-11,0.42,13.13,46.19,82.85,37.69,131.89
AKIKO,299.0,2026-05-11,22.74,34.08,45.46,27.94,7.13,271.43
GVPIL,671.3,2026-05-12,5.0,5.79,45.43,67.93,126.1,
SEYAIND,15.92,2026-05-12,1.99,12.43,44.73,-0.31,-30.14,-7.23
IRMENERGY,291.75,2026-05-12,-3.12,-15.8,44.15,15.18,-11.68,8.57
PLAZACABLE,54.66,2026-05-12,-4.99,33.12,43.8,36.92,20.61,-3.03
OLIL,459.0,2026-05-11,7.56,46.18,43.21,60.43,53.1,180.13
AUSOMENT,149.09,2026-05-12,2.45,-0.3,42.81,34.87,48.22,79.12
DEEDEV,490.45,2026-05-12,-0.46,12.01,42.78,132.04,113.52,113.17
ZIMLAB,104.65,2026-05-12,-4.25,11.14,42.77,39.87,36.25,20.41
EMAMIREAL,101.14,2026-05-12,-1.96,6.6,42.57,35.36,11.14,-8.67
SHIGAN,75.5,2026-05-11,3.85,1.0,42.45,2.72,24.59,5.89
ARISTO,122.0,2026-05-11,1.67,7.44,42.36,41.12,-8.27,-2.77
VMARCIND,1133.6,2026-05-11,16.97,15.59,42.08,96.02,49.11,259.02
CLEANMAX,1221.6,2026-05-12,-0.61,5.65,41.77,,,
SADHNANIQ,2.58,2026-05-12,-1.9,4.03,41.76,54.62,-63.14,-86.62
CEMPRO,892.95,2026-05-12,-1.43,-6.64,41.66,44.04,8.78,
VERANDA,214.34,2026-05-12,0.07,7.78,41.5,7.58,-5.4,-0.98
SATIN,225.08,2026-05-12,4.84,19.37,41.1,44.57,48.3,33.86
MIRCELECTR,43.97,2026-05-12,-3.74,31.14,40.61,37.15,66.11,228.62
MANINFRA,130.24,2026-05-12,-2.74,5.34,40.07,14.93,-3.64,-17.66
BIRLACABLE,182.94,2026-05-12,0.87,19.63,40.01,27.56,20.92,22.37
E2E,3425.1,2026-05-12,-5.0,20.97,39.79,34.29,17.48,22.11
UCL,135.1,2026-05-11,6.04,14.73,39.42,117.9,177.13,154.91
