ticker,last_close,last_date,1W,2W,1M,3M,6M,12M
CONFIPET,55.97,2026-04-10,-2.86,61.58,90.76,54.31,20.31,4.59
OLAELEC,40.88,2026-04-10,40.05,71.33,68.79,-3.38,-22.3,-24.35
RPSGVENT,963.25,2026-04-10,-13.72,33.62,56.65,29.81,15.8,11.2
LUXIND,1347.0,2026-04-10,24.51,46.15,53.04,27.17,2.7,-5.35
ARROWGREEN,569.5,2026-04-10,3.93,37.43,49.28,12.67,0.46,0.46
LIKHITHA,221.86,2026-04-10,26.37,42.07,48.89,18.19,-5.87,-21.12
PRITI,51.81,2026-04-10,42.61,43.64,45.94,-10.5,-24.68,-39.95
BODALCHEM,64.8,2026-04-10,6.81,13.29,45.65,23.81,4.68,-1.79
WEBELSOLAR,78.89,2026-04-10,3.54,5.78,44.2,-10.77,-33.14,-36.92
SOLEX,1282.4,2026-04-10,25.19,29.82,44.05,5.47,-22.59,84.36
AURIGROW,0.31,2026-04-10,10.71,14.81,40.91,-58.11,,
NINSYS,415.85,2026-04-10,6.46,28.59,40.63,5.4,-5.15,-10.68
GANECOS,1045.75,2026-04-10,-7.08,36.41,40.47,27.88,-14.27,-35.47
GUJALKALI,617.95,2026-04-10,5.5,2.73,39.84,24.42,10.05,-2.08
VITAL,60.38,2026-04-10,21.49,54.82,39.28,9.58,1.74,-5.66
ARTNIRMAN,49.33,2026-04-10,31.9,47.56,36.61,3.85,3.63,8.97
MODINATUR,378.5,2026-04-10,14.23,26.78,36.32,6.26,,
SUVEN,195.52,2026-04-10,16.49,46.05,35.37,12.74,-4.55,48.79
KSHINTL,534.1,2026-04-10,9.04,16.53,34.98,38.94,,
NACLIND,166.26,2026-04-10,14.62,24.33,34.89,-12.06,-19.41,27.58
SUMIT,46.86,2026-04-10,0.43,-2.03,34.66,-28.04,-53.16,-49.9
BANKA,69.11,2026-04-10,27.06,49.33,33.78,3.49,-22.85,-6.3
SAATVIKGL,461.6,2026-04-10,9.15,21.73,33.43,18.33,2.81,
LPDC,7.84,2026-04-10,34.94,33.56,32.88,11.21,-5.31,1.03
PRIMO,22.97,2026-04-10,3.38,35.84,32.85,-3.53,-4.96,
DPWIRES,183.43,2026-04-10,27.51,27.77,32.8,-9.07,-22.82,-10.53
ITDC,610.4,2026-04-10,49.61,47.6,32.11,3.72,-5.17,1.6
BLUSPRING,64.61,2026-04-10,3.82,20.03,32.05,-1.42,-19.32,
CENTRUM,28.45,2026-04-10,2.97,-6.41,31.9,-4.43,-16.3,14.95
WAAREEINDO,423.85,2026-04-10,5.46,4.45,31.71,-9.91,,
DEEPINDS,457.1,2026-04-10,2.56,7.11,31.67,7.72,-7.38,-7.73
WEWIN,54.4,2026-04-10,22.94,28.79,31.34,16.36,11.02,36.24
ELECTCAST,82.67,2026-04-10,5.03,6.77,31.18,11.49,-11.78,-17.48
KAMOPAINTS,5.6,2026-04-10,21.48,33.33,31.15,-22.76,-35.41,-41.91
AEROFLEX,288.99,2026-04-10,13.26,14.96,31.07,45.67,64.44,59.91
CEWATER,316.5,2026-04-10,8.5,14.61,31.06,-30.92,-37.34,-41.26
BALKRISHNA,16.88,2026-04-10,8.48,12.99,31.06,-9.49,-29.78,-9.05
ACCURACY,5.35,2026-04-10,31.13,35.1,30.81,-6.47,-23.13,-37.06
HILTON,21.91,2026-04-10,4.93,27.01,30.65,-34.99,-50.95,-71.12
PREMIERENE,975.2,2026-04-10,5.32,6.36,30.42,29.67,-4.32,9.11
ATLANTAELE,1310.4,2026-04-10,8.28,9.57,29.92,49.79,48.14,
GLOTTIS,57.67,2026-04-10,30.77,40.28,29.45,-4.19,-31.1,
ZYDUSWELL,489.75,2026-04-10,-3.85,6.94,29.34,3.37,8.76,44.61
MITCON,70.0,2026-04-10,7.56,25.92,29.25,4.68,-0.34,-4.74
AKSHOPTFBR,5.62,2026-04-10,13.77,27.73,29.2,-11.22,-21.62,-38.17
LLOYDSME,1506.2,2026-04-10,4.84,15.18,28.65,12.6,14.85,14.15
STLTECH,231.22,2026-04-10,22.76,20.03,28.36,132.9,93.57,170.09
INFOBEAN,185.12,2026-04-10,28.77,33.9,28.21,-26.31,40.79,145.65
GSS,15.78,2026-04-10,27.05,57.64,28.19,-1.87,-38.38,-58.03
BAFNAPH,140.91,2026-04-10,27.24,19.7,28.11,-4.59,-18.38,84.03
STALLION,136.92,2026-04-10,17.39,23.79,28.09,-42.4,-54.07,86.77
KANANIIND,1.74,2026-04-10,27.01,38.1,27.94,1.75,-9.84,-32.56
COHANCE,377.9,2026-04-10,25.26,23.44,27.84,-24.77,-56.55,
SEMAC,271.37,2026-04-10,12.6,10.18,27.75,-7.49,-45.67,-13.95
ANUP,1911.8,2026-04-10,11.31,11.49,27.59,-13.78,-22.94,-43.75
JPPOWER,17.2,2026-04-10,13.61,12.64,27.22,-0.86,-3.91,12.57
OLECTRA,1184.25,2026-04-10,14.74,11.35,27.0,-2.56,-22.98,-0.07
HINDCON,24.0,2026-04-10,28.89,26.85,26.92,-9.47,-25.28,-25.26
VENUSREM,994.1,2026-04-10,7.77,13.17,26.9,33.33,111.35,219.8
VIPCLOTHNG,24.06,2026-04-10,9.81,44.24,26.77,-25.58,-29.11,-19.99
ADANIGREEN,1085.35,2026-04-10,17.83,27.12,26.66,6.49,2.32,13.61
ADANIPOWER,175.81,2026-04-10,7.69,14.42,26.54,20.11,16.06,66.22
CEINSYS,1101.25,2026-04-10,11.06,7.38,26.38,,,
IGPL,424.0,2026-04-10,16.82,19.89,26.06,10.81,-0.71,-2.45
SAKUMA,2.08,2026-04-10,9.47,52.94,26.06,-3.7,-14.4,-15.79
BALAJEE,34.38,2026-04-10,23.67,38.91,25.98,-14.11,-26.7,-21.85
ROSSTECH,916.4,2026-04-10,22.27,30.32,25.91,49.32,26.52,224.13
GINNIFILA,41.22,2026-04-10,15.92,11.11,25.82,-3.51,-6.89,99.13
XPROINDIA,1112.5,2026-04-10,7.71,11.44,25.77,22.45,-0.86,-8.43
PVP,33.01,2026-04-10,37.14,29.15,25.75,-5.79,10.11,43.21
ANGELONE,280.99,2026-04-10,14.2,17.12,25.62,15.57,26.87,17.01
AWFIS,321.02,2026-04-10,17.71,27.19,25.59,-33.29,-45.38,-52.22
MIRCELECTR,31.27,2026-04-10,9.57,27.84,25.48,-9.86,25.63,142.4
SPORTKING,139.64,2026-04-10,6.46,16.91,25.33,61.34,33.56,63.72
UMAEXPORTS,28.3,2026-04-10,31.2,27.02,25.0,-25.27,-37.54,-66.9
KOPRAN,157.39,2026-04-10,25.43,29.39,24.78,1.71,-10.55,-18.36
LORDSCHLO,154.46,2026-04-10,19.26,31.76,24.75,-5.73,-15.11,9.64
KECL,104.22,2026-04-10,13.07,21.55,24.74,3.43,-12.35,-23.06
PROZONER,57.91,2026-04-10,16.78,25.24,24.73,-4.22,-2.11,85.67
VIKASLIFE,1.63,2026-04-10,23.48,31.45,24.43,-9.94,-25.23,-43.79
BETA,1394.4,2026-04-10,-9.98,16.01,24.43,-15.12,-19.83,-29.1
SOFTTECH,315.09,2026-04-10,11.5,26.36,24.37,-2.42,-14.86,-13.44
NOCIL,167.65,2026-04-10,3.18,4.72,24.34,12.4,-9.34,-7.6
ATLASCYCLE,103.06,2026-04-10,25.47,22.5,24.3,-0.57,-13.39,15.19
IBULLSLTD,12.15,2026-04-10,12.4,23.23,24.23,-18.29,,
SHILPAMED,420.1,2026-04-10,7.31,21.66,24.05,32.04,14.2,24.3
ATHERENERG,863.05,2026-04-10,9.97,11.12,24.05,24.64,36.98,
SADHNANIQ,1.82,2026-04-10,15.92,34.81,23.81,-73.96,-80.35,-89.68
SEJALLTD,617.85,2026-04-10,39.74,32.1,23.64,-23.89,-20.08,64.26
EPIGRAL,1098.3,2026-04-10,21.81,24.16,23.64,-5.86,-36.66,-43.47
MAWANASUG,98.2,2026-04-10,-1.62,22.05,23.57,11.55,8.98,8.93
WAAREEENER,3281.4,2026-04-10,6.38,3.26,23.56,22.76,-3.51,47.03
OSWALPUMPS,371.7,2026-04-10,13.12,18.47,23.53,-26.43,-50.65,
JINDALSAW,204.87,2026-04-10,4.9,8.66,23.53,20.28,1.31,-25.18
BHANDARI,3.15,2026-04-10,-0.63,30.17,23.53,-25.0,-32.4,-37.03
GROWW,193.7,2026-04-10,14.83,19.93,23.31,19.53,,
REGAAL,78.68,2026-04-10,14.28,16.79,23.25,8.12,-10.25,
LAXMIINDIA,104.89,2026-04-10,28.75,26.8,23.12,-17.23,-26.18,
STEELCAS,281.13,2026-04-10,17.75,27.86,23.08,33.41,27.61,51.98
PAKKA,97.75,2026-04-10,10.93,10.36,22.99,-7.86,-36.37,-46.04
ATGL,581.05,2026-04-10,11.0,11.57,22.99,1.67,-8.65,-3.93
FCSSOFT,1.82,2026-04-10,19.74,33.82,22.97,-2.15,-16.89,-30.53
GALLANTT,658.5,2026-04-10,16.63,22.0,22.96,16.04,-1.08,54.36
VENUSPIPES,1232.25,2026-04-10,20.86,24.65,22.94,5.03,-4.46,-3.16
NITCO,85.7,2026-04-10,-3.48,0.91,22.94,-6.56,-24.49,-27.1
URBANCO,134.52,2026-04-10,9.01,17.92,22.66,-1.84,-20.61,
KNAGRI,225.91,2026-04-10,15.66,26.84,22.62,16.44,8.79,6.76
SANGHVIMOV,297.46,2026-04-10,7.13,11.76,22.59,-12.12,-26.38,14.01
JTLIND,64.38,2026-04-10,29.9,29.8,22.42,10.24,-7.95,-16.47
KESORAMIND,10.39,2026-04-10,10.3,14.18,22.38,-8.3,90.99,141.63
GOKULAGRO,199.34,2026-04-10,1.75,6.98,22.33,15.15,2.09,60.67
EIEL,173.15,2026-04-10,3.65,18.04,22.32,-13.34,-30.05,-22.55
UFBL,281.15,2026-04-10,25.42,21.32,22.26,29.48,20.52,
PWL,101.8,2026-04-10,9.43,18.3,22.19,-21.1,,
APEX,435.25,2026-04-10,11.27,9.84,22.19,45.03,93.47,112.9
SRM,473.8,2026-04-10,13.13,18.57,21.96,-10.86,-11.88,42.43
NPST,1246.0,2026-04-10,11.74,8.46,21.68,-11.99,-37.41,-45.06
KOTYARK,377.75,2026-04-10,-1.22,-2.06,21.58,65.9,25.5,10.67
MPSLTD,1729.4,2026-04-10,3.84,14.73,21.51,-11.37,-19.48,-38.85
ORIENTALTL,7.26,2026-04-10,11.18,41.52,21.4,-9.81,-29.65,-22.02
ODIGMA,28.94,2026-04-10,26.1,27.83,21.24,-7.86,-27.16,-30.62
LUMAXTECH,1823.3,2026-04-10,9.69,12.32,21.24,9.13,44.17,236.92
AVANTIFEED,1459.1,2026-04-10,17.78,15.49,21.17,67.19,121.5,66.04
RTNINDIA,32.82,2026-04-10,13.29,18.06,21.02,-19.78,-37.21,-24.5
EXICOM,104.06,2026-04-10,16.15,22.64,21.01,-9.0,-29.2,-37.29
DRCSYSTEMS,16.42,2026-04-10,8.24,25.06,20.91,-6.76,-19.55,-38.59
HFCL,84.4,2026-04-10,15.81,18.99,20.9,21.23,13.35,1.56
GANESHBE,92.23,2026-04-10,14.23,14.8,20.83,14.56,1.96,-26.66
SUYOG,839.9,2026-04-10,28.87,32.77,20.78,38.49,2.87,-4.34
MEGASTAR,283.75,2026-04-10,4.42,9.55,20.75,22.57,26.98,41.52
UTLSOLAR,221.44,2026-04-10,2.01,11.35,20.73,0.85,,
VALIANTORG,262.43,2026-04-10,9.82,11.03,20.72,-3.11,-21.38,-21.87
ZODIAC,279.9,2026-04-10,15.94,15.94,20.62,-5.85,-28.02,-30.93
SUVIDHAA,3.4,2026-04-10,33.33,30.27,20.57,-5.29,-14.36,-13.49
NAHARSPING,239.81,2026-04-10,5.56,17.25,20.38,24.77,16.35,2.9
PRAXIS,8.11,2026-04-10,33.17,39.35,20.33,-12.51,-35.07,-20.65
LLOYDSENT,59.3,2026-04-10,24.66,33.29,20.24,-10.25,-15.3,23.17
SGMART,539.35,2026-04-10,6.97,12.1,20.22,43.87,44.91,
SAMBHV,112.21,2026-04-10,4.5,17.76,20.22,19.17,-4.33,
VIDYAWIRES,62.97,2026-04-10,20.15,18.63,20.19,23.54,,
ACMESOLAR,268.65,2026-04-10,-4.14,5.72,19.86,16.57,-7.33,33.44
NGIL,28.9,2026-04-10,11.97,20.42,19.77,-2.66,-9.63,-16.98
CYBERTECH,125.91,2026-04-10,14.59,18.78,19.75,-12.91,-38.04,-9.38
VMART,622.1,2026-04-10,1.58,23.2,19.72,-8.94,-24.13,-22.71
BLSE,162.01,2026-04-10,1.77,-0.26,19.61,-14.52,-11.09,5.01
SOMANYCERA,426.3,2026-04-10,6.65,10.87,19.6,5.6,-6.71,0.1
EMSLIMITED,310.25,2026-04-10,6.76,5.55,19.56,-26.86,-43.79,-52.56
3IINFOLTD,15.69,2026-04-10,2.15,15.28,19.5,-5.02,-26.51,-30.42
TNTELE,10.48,2026-04-10,19.91,15.55,19.5,6.4,-17.35,19.63
AERONEU,81.1,2026-04-10,5.35,3.64,19.49,9.43,-7.69,-0.11
SARVESHWAR,3.93,2026-04-10,12.61,37.89,19.45,-12.47,-37.42,-42.12
PFOCUS,334.5,2026-04-10,-4.29,4.45,19.44,36.91,90.64,265.57
INFOMEDIA,5.96,2026-04-10,18.73,19.92,19.44,-8.45,-22.5,-11.44
SHAHALLOYS,68.28,2026-04-10,14.83,14.35,19.41,-6.99,-5.49,26.75
SECURKLOUD,26.19,2026-04-10,31.34,24.24,19.37,3.6,15.83,31.81
HONASA,344.85,2026-04-10,13.14,17.36,19.3,14.63,16.58,46.1
ARMANFIN,1633.0,2026-04-10,7.77,12.29,19.28,1.41,4.78,18.47
SPARC,148.34,2026-04-10,20.98,12.85,19.27,7.58,13.72,-1.11
UTTAMSUGAR,240.21,2026-04-10,-7.41,0.93,19.18,-3.14,-7.31,-11.29
PAISALO,39.3,2026-04-10,8.83,14.88,19.16,10.42,3.15,12.32
SHRIPISTON,3608.2,2026-04-10,21.71,16.31,19.15,7.1,33.15,88.93
EPL,234.01,2026-04-10,7.47,15.88,19.1,10.71,10.35,21.24
SCODATUBES,146.26,2026-04-10,10.24,11.07,18.9,-8.82,-13.01,
SHILCTECH,4574.0,2026-04-10,12.08,20.44,18.85,20.82,,
AETHER,1190.2,2026-04-10,8.11,2.73,18.84,19.28,58.69,43.78
ASTRON,4.8,2026-04-10,27.32,29.03,18.81,-20.53,-60.13,-60.2
STERTOOLS,237.38,2026-04-10,13.69,36.98,18.74,-11.61,-24.12,-25.64
NEULANDLAB,14951.0,2026-04-10,13.08,23.6,18.69,-1.22,-5.56,24.15
BALAXI,23.79,2026-04-10,8.73,34.1,18.59,-13.93,-44.88,-64.49
UNIVCABLES,767.9,2026-04-10,10.93,13.54,18.59,-17.39,8.25,55.23
WELCORP,961.8,2026-04-10,11.5,15.11,18.55,21.65,10.34,12.62
DALMIASUG,371.2,2026-04-10,-2.74,12.3,18.24,30.97,2.85,-0.25
DANGEE,3.38,2026-04-10,10.82,15.36,18.18,-3.98,-17.36,-28.69
DBOL,120.07,2026-04-10,2.19,19.7,18.17,52.03,46.11,76.59
