ticker,last_close,last_date,1W,2W,1M,3M,6M,12M
KOVAI,5487.9,2026-04-20,112.99,112.99,112.99,112.99,112.99,112.99
JKIPL,104.87,2026-04-20,59.69,83.82,103.32,26.56,-2.45,
DISHTV,3.88,2026-04-20,25.97,38.57,73.21,11.49,-11.01,-29.2
KECL,143.72,2026-04-20,24.58,55.93,72.43,73.05,18.55,6.52
IBULLSLTD,16.99,2026-04-20,24.47,57.17,70.93,35.38,,
STLNETWORK,30.18,2026-04-20,38.31,62.08,61.82,55.01,11.78,
HILTON,25.12,2026-04-20,4.23,20.31,60.61,-14.85,-45.36,-62.67
NINSYS,466.0,2026-04-20,15.66,19.3,60.58,37.14,6.71,1.47
OLAELEC,39.22,2026-04-20,2.48,34.36,59.04,20.45,-28.61,-21.9
LUXIND,1490.0,2026-04-20,10.76,37.73,58.33,66.02,16.88,3.76
AEQUS,194.59,2026-04-20,28.63,57.12,58.13,43.69,,
RPSGVENT,951.95,2026-04-20,-2.48,-14.73,57.61,39.4,16.13,9.96
SUVEN,210.18,2026-04-20,10.39,25.23,56.82,46.48,9.66,66.39
GALLANTT,869.05,2026-04-20,28.02,53.92,56.32,57.69,44.31,86.12
SADHNANIQ,2.28,2026-04-20,25.27,45.22,56.16,-63.05,-75.56,-89.87
TOKYOPLAST,108.54,2026-04-20,49.48,60.63,55.19,6.2,-14.27,-13.34
KRITINUT,98.03,2026-04-20,44.2,54.16,54.33,39.25,10.86,-4.78
OILCOUNTUB,63.57,2026-04-20,37.27,55.2,53.55,30.91,-9.07,-16.15
CONFIPET,55.6,2026-04-20,1.81,-3.51,53.25,71.34,35.54,0.9
QPOWER,1277.25,2026-04-20,28.59,45.6,53.05,91.41,27.67,265.61
NGIL,36.76,2026-04-20,19.16,42.43,52.28,34.8,21.44,12.59
BALAXI,26.67,2026-04-20,10.25,21.89,51.1,12.48,-35.36,-58.72
SALSTEEL,55.34,2026-04-20,11.93,33.9,50.95,37.97,71.12,183.5
NOVARTIND,995.45,2026-04-20,48.08,48.08,48.08,48.08,48.08,48.08
LAXMIINDIA,122.12,2026-04-20,11.06,49.9,47.93,22.22,-18.36,
INDOTECH,1917.9,2026-04-20,34.04,51.94,47.75,45.44,12.68,-16.35
BHAGYANGR,214.79,2026-04-20,16.05,40.67,47.29,33.99,113.89,195.45
ELGIRUBCO,55.71,2026-04-20,36.51,36.71,46.11,38.07,-8.45,-9.62
APOLLO,289.29,2026-04-20,24.44,44.75,45.64,27.22,0.15,141.8
DEEDEV,388.5,2026-04-20,6.03,29.46,45.26,104.38,45.72,61.64
LLOYDSENT,65.88,2026-04-20,13.57,38.49,45.11,22.34,-4.34,25.59
MANINDS,535.75,2026-04-20,14.33,49.53,44.25,64.21,32.38,83.85
STLTECH,271.63,2026-04-20,11.88,44.22,44.05,196.67,131.1,223.33
CYBERMEDIA,18.88,2026-04-20,22.76,35.44,43.9,20.25,6.85,31.38
ARROWGREEN,544.15,2026-04-20,-4.33,-0.69,43.78,21.25,-2.44,-19.26
SEPC,7.38,2026-04-20,4.09,26.8,43.02,-10.87,-35.09,-51.64
GOCLCORP,337.55,2026-04-20,22.17,25.06,42.85,28.3,-3.23,22.57
PRUDMOULI,17.27,2026-04-20,4.04,32.95,42.73,-13.22,-38.85,-59.56
ITDC,608.1,2026-04-20,-3.88,49.04,42.51,12.95,-1.56,3.47
PEARLPOLY,22.35,2026-04-20,36.11,47.04,41.81,8.18,-22.31,-23.43
JNKINDIA,336.69,2026-04-20,16.67,29.4,41.75,61.21,14.81,-7.03
BLUSPRING,64.73,2026-04-20,-3.68,4.02,41.73,1.03,-19.2,
RUDRA,22.86,2026-04-20,25.19,32.22,41.72,-0.91,,
PROZONER,63.4,2026-04-20,9.24,27.85,41.52,15.57,7.04,91.83
VINYLINDIA,273.19,2026-04-20,23.11,42.43,41.46,28.66,-2.1,-3.09
VERTOZ,53.21,2026-04-20,19.01,42.46,41.44,-21.19,-21.85,-35.11
ZENITHSTL,7.07,2026-04-20,9.44,47.91,41.4,7.12,-24.63,2.91
BHARATWIRE,232.15,2026-04-20,38.07,43.83,41.34,38.51,33.5,28.91
AMANTA,135.0,2026-04-20,19.12,25.99,40.76,34.17,7.14,
LOKESHMACH,279.03,2026-04-20,8.11,27.63,40.69,69.84,40.47,68.5
STERTOOLS,249.52,2026-04-20,9.56,19.51,40.54,4.29,-20.99,-21.91
MITCON,74.84,2026-04-20,10.45,15.0,40.49,30.36,15.19,1.26
WAAREEINDO,540.85,2026-04-20,21.54,34.57,40.43,28.42,-15.8,-98.36
ABDL,573.4,2026-04-20,14.7,34.13,40.38,30.47,-1.29,80.65
MTARTECH,4942.0,2026-04-20,12.38,36.35,40.19,96.42,126.41,251.97
STYLEBAAZA,339.0,2026-04-20,15.56,15.01,39.59,0.06,4.79,5.61
EIEL,206.24,2026-04-20,3.55,23.46,39.48,18.64,-14.97,-4.95
ANGELONE,319.16,2026-04-20,13.8,29.71,38.98,23.04,29.75,38.85
KRN,1245.8,2026-04-20,18.64,39.1,38.91,94.22,46.67,49.07
RPTECH,474.35,2026-04-20,11.97,29.83,38.56,37.57,41.13,54.59
KHAITANLTD,132.24,2026-04-20,23.34,30.85,38.2,45.41,0.6,46.74
VENUSPIPES,1311.4,2026-04-20,6.41,28.62,38.11,28.78,0.28,0.72
EPIGRAL,1167.4,2026-04-20,3.47,29.47,38.04,5.95,-30.76,-37.72
GOLDIAM,407.25,2026-04-20,20.36,35.32,37.54,32.26,14.72,3.59
ORIENTALTL,7.0,2026-04-20,0.29,7.2,37.52,-9.33,-28.28,-24.24
KAKATCEM,138.08,2026-04-20,30.34,45.88,37.39,19.27,-4.91,-8.43
GEEKAYWIRE,28.73,2026-04-20,8.74,42.86,37.07,2.13,-16.86,-27.19
KARMAENG,53.34,2026-04-20,27.39,35.86,36.91,25.3,-7.62,-2.68
MEIL,316.54,2026-04-20,25.13,31.0,36.76,1.49,-34.16,
UFBL,321.79,2026-04-20,10.14,43.55,36.71,79.77,51.77,
GUJALKALI,734.8,2026-04-20,14.88,25.45,36.52,60.33,33.32,18.53
SPLIL,35.18,2026-04-20,22.15,33.41,35.94,23.61,-8.5,1.38
VIDYAWIRES,73.65,2026-04-20,11.0,40.53,35.91,60.28,,
NAVKARCORP,112.04,2026-04-20,18.74,29.59,35.36,16.93,-7.26,17.96
DEEPAKFERT,1229.05,2026-04-20,14.69,24.96,35.28,7.28,-13.67,-4.27
MGEL,14.19,2026-04-20,12.98,26.02,35.27,15.09,-8.57,-0.22
STALLION,155.12,2026-04-20,10.16,32.99,35.25,-24.28,-58.52,113.19
SEJALLTD,651.15,2026-04-20,0.38,47.27,35.16,-10.48,-19.87,53.39
BIRLAMONEY,150.81,2026-04-20,13.07,31.86,34.71,22.36,-6.14,-5.15
PENINLAND,21.0,2026-04-20,16.6,24.78,34.62,-1.5,-37.29,-15.87
GLFL,5.73,2026-04-20,21.14,46.55,34.51,21.14,-15.11,-9.34
BALAJEE,33.23,2026-04-20,-1.63,19.53,34.48,-7.39,-25.86,-27.02
LLOYDSENGG,55.53,2026-04-20,13.86,25.98,34.46,18.45,-6.81,-9.43
NAGREEKCAP,30.81,2026-04-20,28.86,43.17,34.19,17.46,-0.45,27.63
FIVESTAR,470.45,2026-04-20,11.83,31.8,34.17,-7.73,-11.51,-39.9
WELCORP,1076.65,2026-04-20,7.08,24.81,33.94,41.93,29.27,38.93
ADANIGREEN,1152.7,2026-04-20,6.2,25.14,33.55,30.51,11.47,21.7
GENUSPAPER,14.3,2026-04-20,14.22,27.22,33.4,15.79,-11.46,-23.49
SOLARWORLD,212.52,2026-04-20,16.53,24.11,33.07,-17.39,-31.4,
UNIDT,209.34,2026-04-20,3.51,16.01,32.85,8.28,6.86,-3.79
COUNCODOS,5.55,2026-04-20,12.12,32.14,32.78,2.59,-17.16,-10.77
ADANIPOWER,200.83,2026-04-20,10.74,23.01,32.53,46.08,17.93,82.67
CUPID,105.42,2026-04-20,14.03,19.05,32.44,30.68,109.17,604.3
HARDWYN,24.9,2026-04-20,18.97,22.96,32.38,47.86,101.46,89.5
NDL,2.95,2026-04-20,17.06,13.9,32.29,2.79,-6.65,-27.52
CPPLUS,2273.8,2026-04-20,16.35,25.22,32.25,62.41,60.19,
ATLASCYCLE,107.39,2026-04-20,-10.1,30.74,32.16,12.88,-6.14,20.02
PVP,33.14,2026-04-20,-4.41,37.68,32.03,11.21,14.87,22.47
PARSVNATH,8.62,2026-04-20,-5.07,42.01,32.01,0.94,-47.02,-63.84
MACPOWER,1121.0,2026-04-20,8.82,25.88,31.91,30.65,33.88,27.78
OSWALPUMPS,414.85,2026-04-20,12.29,26.25,31.91,-1.86,-45.21,
SGFIN,496.75,2026-04-20,6.2,10.94,31.9,32.64,29.55,
STEELXIND,9.76,2026-04-20,12.44,24.17,31.89,20.2,-2.3,17.87
DELPHIFX,13.03,2026-04-20,19.43,30.17,31.88,-15.91,-20.91,56.82
KESORAMIND,10.61,2026-04-20,7.39,12.63,31.8,-7.66,105.22,236.83
63MOONS,700.45,2026-04-20,23.17,39.23,31.8,14.53,-12.56,-2.21
DPWIRES,188.52,2026-04-20,-4.36,31.04,31.75,5.84,-17.77,-15.44
AWFIS,347.12,2026-04-20,9.05,27.29,31.68,-15.09,-43.34,-45.91
VIPCLOTHNG,22.75,2026-04-20,0.13,3.83,31.5,-19.15,-31.64,-40.96
SOLEX,1327.65,2026-04-20,5.84,29.6,31.48,26.62,-4.75,65.83
DANGEE,3.64,2026-04-20,14.83,19.34,31.41,8.33,-17.08,-21.89
KOPRAN,155.33,2026-04-20,-0.42,23.79,31.39,14.29,-7.12,-21.97
