ticker,last_close,last_date,1W,2W,1M,3M,6M,12M
INDOTECH,2470.3,2026-04-23,28.8,72.65,100.27,100.92,44.43,-6.92
SHYAMTEL,16.94,2026-04-23,58.32,80.79,100.24,61.33,23.92,23.38
LUXIND,1747.05,2026-04-23,17.25,29.87,88.6,95.38,34.78,22.14
IBULLSLTD,17.12,2026-04-23,0.77,25.42,85.48,49.65,,
NINSYS,521.45,2026-04-23,11.9,29.42,81.94,55.06,18.35,10.76
OMNI,404.55,2026-04-23,17.65,13.96,81.54,,,
SADHNANIQ,2.49,2026-04-23,9.21,36.81,79.14,-56.54,-72.58,-89.14
GAUDIUMIVF,125.47,2026-04-23,30.78,30.39,77.54,,,
STLNETWORK,31.65,2026-04-23,4.87,45.05,75.64,71.36,16.27,
HILTON,25.17,2026-04-23,0.2,4.44,73.35,-11.22,-43.8,-62.86
DEEDEV,432.25,2026-04-23,11.26,17.97,73.04,126.9,60.06,80.25
QPOWER,1373.85,2026-04-23,7.56,38.31,72.43,129.72,42.44,269.69
MANAKSTEEL,80.76,2026-04-23,20.79,46.46,67.8,37.53,34.13,18.69
NAGREEKCAP,37.0,2026-04-23,20.09,54.75,67.42,41.82,15.01,35.58
SEPC,7.74,2026-04-23,4.88,9.17,66.45,-1.4,-32.46,-50.73
JNKINDIA,368.0,2026-04-23,9.3,27.52,64.73,71.29,23.47,-7.48
SUVEN,207.66,2026-04-23,-1.2,9.07,63.96,54.89,7.08,59.62
NGIL,36.61,2026-04-23,-0.41,18.67,63.51,34.5,21.06,10.7
INA,154.77,2026-04-23,8.34,17.79,63.35,,,
CONFIPET,55.58,2026-04-23,-0.04,1.78,63.33,73.8,31.39,-0.43
SALSTEEL,56.48,2026-04-23,2.06,14.24,62.16,38.13,58.47,167.93
DELTACORP,81.6,2026-04-23,32.47,41.15,61.62,27.36,3.42,-11.58
MANINDS,542.85,2026-04-23,1.33,15.85,61.01,73.05,33.17,90.17
OLAELEC,37.26,2026-04-23,-5.0,-2.64,59.78,16.62,-30.6,-29.1
STLTECH,276.45,2026-04-23,1.77,13.87,59.61,212.76,141.34,217.87
LLOYDSENT,67.11,2026-04-23,1.87,15.69,59.14,26.98,-2.75,22.36
BHAGYANGR,216.11,2026-04-23,0.61,16.76,58.8,35.64,114.48,183.91
MTARTECH,5347.5,2026-04-23,8.21,21.61,58.58,122.79,133.39,272.34
GALLANTT,842.5,2026-04-23,-3.06,24.11,58.31,57.27,56.67,81.4
WELCORP,1204.1,2026-04-23,11.84,19.75,56.18,64.81,42.6,57.45
DANGEE,4.06,2026-04-23,11.54,28.08,56.15,30.55,-6.24,-16.63
ITDC,607.5,2026-04-23,-0.1,-3.98,55.75,21.25,-1.21,2.21
MITCON,81.55,2026-04-23,8.97,20.35,55.45,46.51,10.8,6.03
RPSGVENT,869.55,2026-04-23,-8.66,-10.92,55.32,22.45,4.34,-1.75
STYLEBAAZA,380.6,2026-04-23,12.27,29.74,54.81,13.75,15.11,20.47
AZAD,2111.0,2026-04-23,11.5,21.24,54.48,51.74,27.95,34.22
APOLLO,290.96,2026-04-23,0.58,25.16,54.18,30.83,0.5,147.03
JTLIND,76.17,2026-04-23,12.11,18.44,54.16,0.28,10.86,4.94
PRUDMOULI,18.13,2026-04-23,4.98,9.22,53.9,-9.3,-34.69,-59.98
IRMENERGY,286.63,2026-04-23,34.49,41.8,53.74,21.27,-12.61,-3.44
AEQUS,184.6,2026-04-23,-5.13,22.03,53.67,37.22,,
ADFFOODS,249.08,2026-04-23,12.9,31.62,53.61,41.09,18.83,7.95
STERTOOLS,255.8,2026-04-23,2.52,12.32,52.49,12.41,-19.2,-22.47
WALCHANNAG,212.36,2026-04-23,11.87,19.51,51.45,39.65,24.7,9.14
